Timestamp,Open,High,Low,Close,Volume
1582502400000,0.05204,0.052287,0.049637,0.050282,17872.51
1582588800000,0.050437,0.051586,0.049557,0.05016,11156.07
1582675200000,0.05016,0.050769,0.047911,0.049084,23757.51
1582761600000,0.049154,0.050752,0.048625,0.050444,18038.38
1582848000000,0.050411,0.05047,0.049131,0.04985,14328.9
1582934400000,0.049897,0.051203,0.049,0.051052,21805.08
1583020800000,0.05107,0.053334,0.05107,0.052003,19428.75
1583107200000,0.051954,0.052835,0.051078,0.052091,19065.4
1583193600000,0.05215,0.052389,0.051017,0.051679,11413.96
1583280000000,0.051579,0.05285,0.051189,0.052447,22207.56
1583366400000,0.052478,0.053877,0.052396,0.052883,14858.64
1583452800000,0.052812,0.052859,0.050343,0.050518,11686.48
1583539200000,0.050405,0.050885,0.0484,0.048914,19319.18
1583625600000,0.048926,0.050694,0.04825,0.050215,17192.56
1583712000000,0.050216,0.050452,0.048137,0.048874,17641.01
1583798400000,0.048875,0.04991,0.048173,0.049269,15944.21
1583884800000,0.049192,0.04951,0.047882,0.048416,25510.24
1583971200000,0.048676,0.054146,0.0449,0.052817,200326.79
1584057600000,0.052817,0.053224,0.044,0.046264,150848.52
1584144000000,0.046291,0.047565,0.046,0.046951,32882.56
1584230400000,0.046952,0.050255,0.046757,0.048288,37353.19
1584316800000,0.04813,0.049264,0.046549,0.048605,37410.23
1584403200000,0.048802,0.049456,0.047288,0.048703,24545.05
1584489600000,0.048742,0.048907,0.04786,0.048458,12011.84
1584576000000,0.048481,0.049696,0.046144,0.047452,35902.92
1584662400000,0.047465,0.049215,0.046165,0.047076,54780.0
1584748800000,0.047067,0.047721,0.045936,0.047116,29851.28
1584835200000,0.047122,0.048746,0.046528,0.0486,22126.31
1584921600000,0.048656,0.050116,0.047543,0.049165,35430.33
1585008000000,0.049078,0.050239,0.0485,0.049807,18365.97
1585094400000,0.049831,0.051918,0.049,0.050906,13962.52
1585180800000,0.050934,0.05109,0.049771,0.050885,17481.26
1585267200000,0.050785,0.051166,0.049426,0.049527,10005.78
1585353600000,0.049761,0.051924,0.049196,0.050503,16164.54
1585440000000,0.050557,0.050698,0.049191,0.049756,14909.28
1585526400000,0.049755,0.050141,0.049,0.049929,14240.99
1585612800000,0.04996,0.051682,0.049591,0.051089,12520.76
1585699200000,0.05108,0.051309,0.049417,0.0502,12057.13
1585785600000,0.049974,0.050546,0.048542,0.049576,24017.66
1585872000000,0.049413,0.050035,0.048827,0.049667,10102.15
1585958400000,0.049719,0.050228,0.049,0.049937,8563.9
1586044800000,0.049937,0.049938,0.048674,0.049185,13939.05
1586131200000,0.04922,0.049231,0.045572,0.045674,21174.18
1586217600000,0.045675,0.047216,0.045153,0.046788,31278.69
1586304000000,0.04694,0.046995,0.045663,0.046193,16045.57
1586390400000,0.046294,0.047599,0.046231,0.047285,14330.83
1586476800000,0.047325,0.047733,0.04603,0.046277,14986.74
1586563200000,0.04615,0.047038,0.045966,0.046143,11664.31
1586649600000,0.046202,0.047189,0.045896,0.046656,19350.38
1586736000000,0.046688,0.047216,0.046073,0.046576,12008.19
1586822400000,0.046424,0.046778,0.045501,0.045882,21770.85
1586908800000,0.045903,0.046156,0.04524,0.045675,20089.93
1586995200000,0.04583,0.045951,0.043307,0.044271,33768.04
1587081600000,0.044225,0.044414,0.043442,0.043748,7648.73
1587168000000,0.043733,0.044257,0.041838,0.042087,16213.67
1587254400000,0.041897,0.042767,0.041838,0.04228,15696.04
1587340800000,0.042316,0.04273,0.041577,0.042361,12636.94
1587427200000,0.042337,0.042734,0.041957,0.042364,8435.56
1587513600000,0.042365,0.04245,0.041169,0.041349,11094.62
1587600000000,0.041264,0.042681,0.040728,0.042393,15110.28
1587686400000,0.042302,0.04385,0.042276,0.043112,15982.47
1587772800000,0.043112,0.044225,0.042138,0.0435,12964.37
1587859200000,0.04347,0.044447,0.0428,0.04371,12463.7
1587945600000,0.043706,0.043867,0.042284,0.042973,13927.34
1588032000000,0.042841,0.043604,0.042684,0.043095,12862.52
1588118400000,0.043113,0.0438,0.041742,0.04277,21545.19
1588204800000,0.04283,0.04346,0.041889,0.043175,17375.32
1588291200000,0.043037,0.043862,0.042239,0.042588,21056.47
1588377600000,0.042499,0.043291,0.0422,0.043152,9218.39
1588464000000,0.043161,0.043275,0.042354,0.043261,11045.37
1588550400000,0.043268,0.044608,0.043072,0.043669,14661.8
1588636800000,0.043634,0.044356,0.042925,0.044356,9547.06
1588723200000,0.044301,0.046042,0.04372,0.046042,20978.75
1588809600000,0.046042,0.047524,0.04495,0.046573,33087.23
1588896000000,0.046668,0.055333,0.046224,0.053571,68893.44
1588982400000,0.05344,0.054836,0.051256,0.052451,29026.78
1589068800000,0.052447,0.054678,0.050817,0.051863,46842.56
1589155200000,0.051643,0.053552,0.051265,0.051734,21382.6
1589241600000,0.051712,0.053337,0.051407,0.052616,9698.37
1589328000000,0.052721,0.052858,0.051241,0.051614,11606.34
1589414400000,0.05157,0.052292,0.049899,0.050124,13874.6
1589500800000,0.050089,0.05156,0.049935,0.051545,10563.42
1589587200000,0.051503,0.051531,0.049515,0.049795,12075.87
1589673600000,0.049942,0.0515,0.04859,0.049114,13492.65
1589760000000,0.049132,0.049186,0.047,0.047657,23784.54
1589846400000,0.047652,0.048304,0.047264,0.048259,6231.1
1589932800000,0.048189,0.048786,0.047963,0.048278,8743.22
1590019200000,0.048214,0.048313,0.047468,0.04809,8100.62
1590105600000,0.047945,0.051564,0.047531,0.05009,22158.95
1590192000000,0.050313,0.050313,0.048717,0.049414,13521.72
1590278400000,0.049403,0.049571,0.0477,0.048273,12500.21
1590364800000,0.048124,0.048882,0.047527,0.048634,16154.66
1590451200000,0.04845,0.05089,0.048303,0.049461,30130.89
1590537600000,0.049461,0.049798,0.048,0.048,15023.61
1590624000000,0.048133,0.049,0.0472,0.047354,9948.17
1590710400000,0.047334,0.047334,0.046054,0.046339,16637.63
1590796800000,0.0465,0.046804,0.044466,0.045343,22099.48
1590883200000,0.045274,0.049694,0.044433,0.047285,34638.12
1590969600000,0.047167,0.053037,0.047038,0.050038,60546.51
1591056000000,0.049981,0.052318,0.049416,0.050976,74290.1
1591142400000,0.05097,0.052224,0.049898,0.05065,20852.98
1591228800000,0.050675,0.050888,0.049598,0.050065,19979.35
1591315200000,0.049952,0.050123,0.049124,0.049148,7832.34
1591401600000,0.049136,0.049298,0.047895,0.048826,10594.49
1591488000000,0.048834,0.049285,0.047826,0.048199,7377.03
1591574400000,0.048091,0.048387,0.046868,0.047285,9160.68
1591660800000,0.047285,0.049882,0.046932,0.049409,8969.4
1591747200000,0.049425,0.050285,0.047483,0.04812,15235.93
1591833600000,0.048115,0.048207,0.045874,0.046421,18104.71
1591920000000,0.046354,0.047502,0.045791,0.046,9586.55
1592006400000,0.046032,0.046887,0.045617,0.046477,13361.19
1592092800000,0.04658,0.046642,0.045244,0.045748,8173.52
1592179200000,0.045742,0.045852,0.044264,0.045066,24868.34
1592265600000,0.045222,0.0456,0.04462,0.045047,7147.31
1592352000000,0.044927,0.046272,0.044906,0.045256,13081.53
1592438400000,0.045296,0.045503,0.044789,0.044996,6970.05
1592524800000,0.045024,0.045228,0.044575,0.044829,9287.25
1592611200000,0.044853,0.045129,0.044355,0.044973,6714.41
1592697600000,0.044875,0.046,0.044431,0.045174,9942.76
1592784000000,0.04517,0.045655,0.043998,0.044518,19183.08
1592870400000,0.044518,0.046297,0.043825,0.045028,22975.94
1592956800000,0.04496,0.04524,0.043778,0.044753,17572.31
1593043200000,0.044542,0.044943,0.043645,0.04443,7497.13
1593129600000,0.044442,0.044786,0.043664,0.044443,11322.23
1593216000000,0.044394,0.0446,0.042561,0.043936,7710.21
1593302400000,0.043958,0.045132,0.043656,0.044737,13883.61
1593388800000,0.044733,0.045423,0.044456,0.044685,8122.84
1593475200000,0.044824,0.045091,0.044443,0.0445,5928.59
1593561600000,0.04462,0.044712,0.043604,0.044019,7276.22
1593648000000,0.044003,0.04445,0.043308,0.043812,8189.45
1593734400000,0.043746,0.044056,0.043385,0.043633,7493.39
1593820800000,0.043397,0.043937,0.0432,0.043527,9859.47
1593907200000,0.043426,0.044439,0.043016,0.04426,9400.91
1593993600000,0.04435,0.044826,0.042703,0.043784,21894.61
1594080000000,0.043742,0.044646,0.043346,0.044116,16162.37
1594166400000,0.044162,0.046855,0.043904,0.044877,24201.81
1594252800000,0.044873,0.0456,0.043748,0.044553,15213.74
1594339200000,0.044497,0.04468,0.043082,0.043639,18005.61
1594425600000,0.043586,0.045561,0.04352,0.044907,33239.95
1594512000000,0.044896,0.045421,0.04416,0.044456,13050.17
1594598400000,0.04445,0.045955,0.043503,0.044598,19231.16
1594684800000,0.044536,0.045797,0.043544,0.045032,13695.5
1594771200000,0.045036,0.04734,0.044962,0.046046,16446.8
1594857600000,0.046165,0.046177,0.044802,0.045791,8576.03
1594944000000,0.04583,0.046,0.045267,0.045507,5934.75
1595030400000,0.045505,0.045685,0.044627,0.044743,8825.71
1595116800000,0.044784,0.04533,0.044355,0.044558,6696.63
1595203200000,0.044513,0.044739,0.043646,0.044079,9958.36
1595289600000,0.043997,0.047062,0.043371,0.045449,26410.29
1595376000000,0.045654,0.046797,0.042366,0.043887,27502.74
1595462400000,0.043766,0.044198,0.040873,0.041456,29192.71
1595548800000,0.041589,0.041625,0.039,0.039683,22954.35
1595635200000,0.0397,0.040919,0.037589,0.038051,22962.64
1595721600000,0.038125,0.038913,0.036918,0.037391,14926.14
1595808000000,0.037384,0.037775,0.033596,0.036105,44325.48
1595894400000,0.036063,0.037373,0.036057,0.037096,34932.41
1595980800000,0.03708,0.038701,0.036471,0.036732,22552.54
1596067200000,0.036657,0.03707,0.034723,0.035292,11911.92
1596153600000,0.035182,0.035455,0.033978,0.035354,19683.46
1596240000000,0.035324,0.036248,0.034244,0.034615,25281.57
1596326400000,0.034435,0.03585,0.031976,0.032713,31673.11
1596412800000,0.032619,0.03279,0.031728,0.032162,29459.64
1596499200000,0.032154,0.032506,0.031509,0.03222,10975.64
1596585600000,0.032296,0.032767,0.03168,0.032138,17267.08
1596672000000,0.032021,0.033368,0.032018,0.03283,16476.83
1596758400000,0.032864,0.034572,0.032777,0.033893,19920.78
1596844800000,0.03395,0.034029,0.033013,0.033013,12379.65
1596931200000,0.033199,0.033796,0.032704,0.033307,15808.91
1597017600000,0.033479,0.039243,0.033285,0.036784,69287.88
1597104000000,0.03681,0.037102,0.035664,0.036058,14912.13
1597190400000,0.036221,0.037919,0.035891,0.037051,15704.48
1597276800000,0.036976,0.038227,0.03301,0.0342,50145.14
1597363200000,0.033952,0.037344,0.03357,0.03384,35808.77
1597449600000,0.033813,0.035656,0.033628,0.034904,18400.23
1597536000000,0.035013,0.036491,0.034802,0.035673,26554.93
1597622400000,0.03577,0.038671,0.035673,0.038513,41320.05
1597708800000,0.038428,0.040639,0.03805,0.038154,30740.9
1597795200000,0.038151,0.041388,0.037887,0.038909,21387.12
1597881600000,0.038848,0.043293,0.038572,0.042858,48970.49
1597968000000,0.042872,0.048357,0.0422,0.0422,67392.7
1598054400000,0.042365,0.04876,0.041002,0.047698,61565.21
1598140800000,0.047848,0.050217,0.045776,0.046545,33156.7
1598227200000,0.046603,0.049462,0.0441,0.044331,30443.39
1598313600000,0.044414,0.046057,0.043541,0.044407,29943.96
1598400000000,0.044409,0.046368,0.044348,0.044977,25729.9
1598486400000,0.04504,0.04694,0.044089,0.046116,35760.75
1598572800000,0.046074,0.047707,0.0456,0.046416,15530.57
1598659200000,0.046418,0.05436,0.045787,0.053,52035.29
1598745600000,0.053253,0.057102,0.0481,0.048165,63912.84
1598832000000,0.048293,0.051417,0.046892,0.047145,36413.66
1598918400000,0.047178,0.048191,0.04267,0.045287,36798.05
1599004800000,0.045171,0.046814,0.043946,0.046317,22878.14
1599091200000,0.045985,0.04786,0.044883,0.046352,27646.46
1599177600000,0.046436,0.049759,0.045941,0.04901,24800.8
1599264000000,0.04901,0.05479,0.046694,0.050352,36147.23
1599350400000,0.050391,0.052034,0.047992,0.048648,15173.94
1599436800000,0.048508,0.05167,0.0471,0.05167,21829.73
1599523200000,0.051397,0.053285,0.049592,0.050726,18117.99
1599609600000,0.050726,0.050896,0.048879,0.049285,9195.59
1599696000000,0.049467,0.050751,0.047743,0.05017,13666.04
1599782400000,0.050389,0.055267,0.050047,0.054275,31857.58
1599868800000,0.054571,0.057841,0.053395,0.05609,31445.72
1599955200000,0.056077,0.057058,0.052743,0.055426,29879.07
1600041600000,0.05556,0.059805,0.054012,0.05852,22651.56
1600128000000,0.058304,0.059841,0.055369,0.055587,16443.82
1600214400000,0.05568,0.059777,0.054532,0.057294,17870.39
1600300800000,0.057545,0.063966,0.0547,0.061222,38412.88
1600387200000,0.061028,0.067913,0.059773,0.065759,41718.11
1600473600000,0.065805,0.065843,0.061853,0.063765,17209.46
1600560000000,0.063556,0.069408,0.062146,0.063773,19614.93
1600646400000,0.063657,0.065243,0.058074,0.059054,32912.06
1600732800000,0.059221,0.059941,0.05513,0.058629,24023.37
1600819200000,0.058581,0.068,0.056333,0.061405,40058.2
1600905600000,0.061522,0.064999,0.060607,0.06247,25585.87
1600992000000,0.062511,0.067178,0.059698,0.060721,55575.5
1601078400000,0.060647,0.063942,0.058065,0.059223,23512.82
1601164800000,0.059222,0.061199,0.058397,0.059091,16719.88
1601251200000,0.059515,0.06003,0.055441,0.056834,27677.59
1601337600000,0.056834,0.057182,0.053835,0.054773,15801.81
1601424000000,0.054858,0.056312,0.052595,0.053142,17485.9
1601510400000,0.053206,0.055555,0.052281,0.053208,8712.77
1601596800000,0.0533,0.054073,0.051532,0.052409,11117.65
1601683200000,0.052425,0.052639,0.051237,0.051574,6048.27
1601769600000,0.051393,0.051714,0.050353,0.051474,5457.53
1601856000000,0.051236,0.051571,0.049893,0.05003,8436.49
1601942400000,0.049891,0.05029,0.048201,0.048662,13031.62
1602028800000,0.0486,0.04959,0.047708,0.049148,11927.15
1602115200000,0.048913,0.04921,0.048124,0.048422,7972.76
1602201600000,0.048628,0.049561,0.0473,0.047746,5243.76
1602288000000,0.047629,0.048758,0.047148,0.047378,10382.94
1602374400000,0.047259,0.047955,0.046809,0.04754,4976.72
1602460800000,0.047617,0.049319,0.046369,0.04666,10723.03
1602547200000,0.046468,0.047128,0.045867,0.046192,7921.75
1602633600000,0.046182,0.046403,0.044794,0.044838,7911.18
1602720000000,0.044819,0.045936,0.04461,0.045586,4288.43
1602806400000,0.04558,0.046581,0.045507,0.046581,6489.84
1602892800000,0.046582,0.046924,0.046146,0.046622,57191.42
1602979200000,0.046708,0.047928,0.0461,0.046112,10486.13
1603065600000,0.046106,0.046464,0.045366,0.046297,49699.66
1603152000000,0.046318,0.04877,0.045938,0.046143,11516.94
1603238400000,0.046041,0.047672,0.045619,0.046948,12702.83
1603324800000,0.046948,0.047478,0.044646,0.045035,10942.54
1603411200000,0.04509,0.045134,0.044141,0.04427,6699.25
1603497600000,0.044269,0.044656,0.043674,0.044426,6231.09
1603584000000,0.044394,0.04475,0.043443,0.044,5060.45
1603670400000,0.043941,0.044378,0.043148,0.043654,8263.83
1603756800000,0.043441,0.04395,0.041824,0.04213,10475.11
1603843200000,0.042064,0.042495,0.040808,0.040861,10131.18
1603929600000,0.04086,0.041172,0.039211,0.039595,8859.9
1604016000000,0.039535,0.039796,0.037408,0.038784,8290.74
1604102400000,0.038658,0.038958,0.037977,0.038121,5991.02
1604188800000,0.037975,0.038546,0.037482,0.037731,8018.95
1604275200000,0.03777,0.040582,0.03777,0.039791,21165.35
1604361600000,0.039627,0.040298,0.037656,0.037897,15680.8
1604448000000,0.037753,0.038106,0.034517,0.035006,20773.86
1604534400000,0.034918,0.0357,0.034222,0.034569,21949.68
1604620800000,0.034655,0.036034,0.0338,0.034562,16883.53
1604707200000,0.034433,0.035929,0.033709,0.034134,9222.28
1604793600000,0.034135,0.03483,0.033758,0.034021,7046.78
1604880000000,0.034028,0.034686,0.033503,0.034585,8518.72
1604966400000,0.034686,0.035084,0.034136,0.034543,4311.77
1605052800000,0.03469,0.03469,0.033007,0.033405,10792.54
1605139200000,0.033203,0.034855,0.033174,0.033406,8982.23
1605225600000,0.0333,0.034397,0.033105,0.03358,9863.64
1605312000000,0.033572,0.034453,0.033559,0.033998,4099.48
1605398400000,0.034076,0.0347,0.033964,0.034062,8592.86
1605484800000,0.03405,0.034676,0.033794,0.034085,8244.11
1605571200000,0.03416,0.035615,0.033419,0.033532,11693.43
1605657600000,0.033532,0.034388,0.03266,0.03292,11946.4
1605744000000,0.032816,0.034168,0.032705,0.034117,10891.01
1605830400000,0.034168,0.034487,0.03196,0.032329,20338.27
1605916800000,0.032315,0.035012,0.031998,0.033302,21530.24
1606003200000,0.033139,0.033404,0.030442,0.030675,16723.46
1606089600000,0.030707,0.031783,0.0298,0.031333,32532.41
1606176000000,0.031396,0.034422,0.0307,0.03385,62555.27
1606262400000,0.033851,0.036899,0.03319,0.034561,36739.14
1606348800000,0.034585,0.035301,0.031708,0.0331,22673.03
1606435200000,0.032961,0.033311,0.032312,0.033034,10703.33
1606521600000,0.032931,0.03391,0.032,0.032629,11422.73
1606608000000,0.032416,0.033052,0.030677,0.030737,10839.39
1606694400000,0.030692,0.031002,0.029612,0.030188,19762.97
1606780800000,0.030115,0.031615,0.029501,0.029945,23230.51
1606867200000,0.029965,0.030746,0.029741,0.030202,12520.46
1606953600000,0.030239,0.031188,0.029731,0.030551,17066.61
1607040000000,0.030635,0.030816,0.029856,0.030488,16052.56
1607126400000,0.030455,0.030753,0.029954,0.0301,8770.01
1607212800000,0.030083,0.030095,0.029665,0.029687,5286.27
1607299200000,0.029703,0.029996,0.029444,0.029478,9064.66
1607385600000,0.02951,0.029764,0.028986,0.029648,13672.99
1607472000000,0.02963,0.030341,0.028888,0.029513,14995.66
1607558400000,0.029498,0.029717,0.028888,0.02914,5738.24
1607644800000,0.029066,0.029586,0.028752,0.02937,10879.28
1607731200000,0.029216,0.02994,0.028832,0.029046,9852.81
1607817600000,0.029111,0.030304,0.028776,0.029281,15603.7
1607904000000,0.029265,0.030024,0.029189,0.02958,6144.91
1607990400000,0.029678,0.029678,0.028782,0.029073,9210.41
1608076800000,0.029021,0.029698,0.02798,0.028216,13750.16
1608163200000,0.028227,0.028494,0.02738,0.027631,22723.38
1608249600000,0.027639,0.028227,0.0272,0.027356,10583.24
1608336000000,0.027356,0.028294,0.026811,0.027091,12537.28
1608422400000,0.027091,0.028299,0.027085,0.027542,15568.76
1608508800000,0.027384,0.027727,0.026707,0.02712,10805.4
1608595200000,0.02712,0.027212,0.025947,0.025947,13158.22
1608681600000,0.025947,0.026358,0.021429,0.023117,20638.16
1608768000000,0.022959,0.025355,0.022826,0.024999,17504.48
1608854400000,0.024888,0.025298,0.024003,0.02423,14055.25
1608940800000,0.024132,0.024281,0.022857,0.023676,13400.74
1609027200000,0.023554,0.023863,0.021571,0.022139,21448.19
1609113600000,0.022012,0.022999,0.021154,0.02136,29716.9
1609200000000,0.02136,0.021712,0.020206,0.020588,16778.55
1609286400000,0.02062,0.020657,0.019283,0.019588,14309.72
1609372800000,0.019501,0.019712,0.01911,0.019428,12271.17
1609459200000,0.0194,0.02035,0.019311,0.019805,15673.84
1609545600000,0.019805,0.020089,0.018338,0.0186,26684.76
1609632000000,0.018651,0.019256,0.015561,0.016518,42206.28
1609718400000,0.016312,0.018346,0.015147,0.015747,56427.9
1609804800000,0.015679,0.016722,0.014647,0.015397,40386.96
1609891200000,0.015309,0.01876,0.014849,0.016051,84792.26
1609977600000,0.01614,0.018319,0.015957,0.016992,109317.51
1610064000000,0.017175,0.017477,0.016041,0.016279,39438.69
1610150400000,0.016316,0.017723,0.016092,0.016731,43510.6
1610236800000,0.016731,0.02086,0.016127,0.019816,125086.46
1610323200000,0.019919,0.023264,0.019313,0.021759,187934.45
1610409600000,0.021836,0.022191,0.020256,0.021199,51595.0
1610496000000,0.021185,0.021353,0.020066,0.020511,27392.8
1610582400000,0.020597,0.020597,0.018751,0.018751,28613.5
1610668800000,0.018712,0.02078,0.01843,0.020037,48740.06
1610755200000,0.020111,0.020357,0.018836,0.019232,32609.45
1610841600000,0.019158,0.01995,0.018508,0.019423,28052.62
1610928000000,0.019426,0.02314,0.01912,0.021501,83746.08
1611014400000,0.021503,0.022209,0.018472,0.019154,93966.52
1611100800000,0.019156,0.019625,0.018481,0.018939,30508.8
1611187200000,0.018974,0.020359,0.018778,0.0198,45994.24
1611273600000,0.0198,0.020156,0.01889,0.019024,75988.03
1611360000000,0.019061,0.020547,0.018904,0.019876,40817.15
1611446400000,0.019759,0.020727,0.017456,0.01756,37604.92
1611532800000,0.017491,0.017874,0.017029,0.017685,32072.36
1611619200000,0.017696,0.018044,0.016932,0.016941,37426.35
1611705600000,0.016941,0.017464,0.016287,0.016982,28607.18
1611792000000,0.016999,0.017421,0.016546,0.016743,22290.45
1611878400000,0.016754,0.017679,0.016101,0.016397,52555.3
1611964800000,0.016317,0.016746,0.016114,0.016651,22611.76
1612051200000,0.016649,0.017407,0.016349,0.016955,35361.93
1612137600000,0.016968,0.018328,0.016602,0.016887,40139.41
1612224000000,0.016797,0.016889,0.015088,0.01569,52853.18
1612310400000,0.015659,0.016069,0.014794,0.014825,53844.41
1612396800000,0.014792,0.014984,0.014177,0.014894,49475.98
1612483200000,0.014918,0.015441,0.01422,0.015168,54671.78
1612569600000,0.015154,0.015226,0.014514,0.014805,50192.93
1612656000000,0.014808,0.015926,0.0148,0.015257,56030.33
1612742400000,0.015297,0.016418,0.014522,0.015632,63659.12
1612828800000,0.015602,0.018326,0.015249,0.017549,100709.24
1612915200000,0.017594,0.020273,0.017272,0.019333,113437.41
1613001600000,0.019267,0.021842,0.019105,0.020344,104932.94
1613088000000,0.020327,0.021165,0.020123,0.020375,53527.4
